"customer_nk","customer_sk","dbt_valid_from","dbt_valid_to"
"METABASE_2020","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2021","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2022","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2023","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2024","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2025","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2026","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2027","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2028","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2029","1","2025-11-21 23:39:47.459689",NULL
"METABASE_203","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2030","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2031","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2032","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2033","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2034","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2035","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2036","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2037","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2038","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2039","1","2025-11-21 23:39:47.459689",NULL
"METABASE_204","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2040","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2041","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2042","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2043","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2044","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2045","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2046","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2047","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2048","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2049","1","2025-11-21 23:39:47.459689",NULL
"METABASE_205","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2050","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2051","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2052","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2053","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2054","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2055","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2056","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2057","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2058","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2059","1","2025-11-21 23:39:47.459689",NULL
"METABASE_206","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2060","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2061","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2062","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2063","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2064","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2065","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2066","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2067","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2068","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2069","1","2025-11-21 23:39:47.459689",NULL
"METABASE_207","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2070","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2071","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2072","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2073","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2074","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2075","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2076","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2077","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2078","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2079","1","2025-11-21 23:39:47.459689",NULL
"METABASE_208","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2080","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2081","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2082","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2083","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2084","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2085","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2086","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2087","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2088","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2089","1","2025-11-21 23:39:47.459689",NULL
"METABASE_209","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2090","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2091","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2092","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2093","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2094","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2095","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2096","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2097","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2098","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2099","1","2025-11-21 23:39:47.459689",NULL
"METABASE_21","1","2025-11-21 23:39:47.459689",NULL
"METABASE_210","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2100","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2101","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2102","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2103","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2104","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2105","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2106","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2107","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2108","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2109","1","2025-11-21 23:39:47.459689",NULL
"METABASE_211","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2110","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2111","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2112","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2113","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2114","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2115","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2116","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2117","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2118","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2119","1","2025-11-21 23:39:47.459689",NULL
"METABASE_212","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2120","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2121","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2122","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2123","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2124","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2125","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2126","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2127","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2128","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2129","1","2025-11-21 23:39:47.459689",NULL
"METABASE_213","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2130","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2131","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2132","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2133","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2134","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2135","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2136","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2137","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2138","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2139","1","2025-11-21 23:39:47.459689",NULL
"METABASE_214","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2140","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2141","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2142","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2143","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2144","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2145","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2146","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2147","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2148","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2149","1","2025-11-21 23:39:47.459689",NULL
"METABASE_215","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2150","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2151","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2152","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2153","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2154","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2155","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2156","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2157","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2158","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2159","1","2025-11-21 23:39:47.459689",NULL
"METABASE_216","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2160","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2161","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2162","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2163","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2164","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2165","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2166","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2167","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2168","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2169","1","2025-11-21 23:39:47.459689",NULL
"METABASE_217","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2170","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2171","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2172","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2173","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2174","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2175","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2176","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2177","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2178","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2179","1","2025-11-21 23:39:47.459689",NULL
"METABASE_218","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2180","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2181","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2182","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2183","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2184","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2185","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2186","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2187","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2188","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2189","1","2025-11-21 23:39:47.459689",NULL
"METABASE_219","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2190","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2191","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2192","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2193","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2194","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2195","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2196","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2197","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2198","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2199","1","2025-11-21 23:39:47.459689",NULL
"METABASE_22","1","2025-11-21 23:39:47.459689",NULL
"METABASE_220","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2200","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2201","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2202","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2203","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2204","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2205","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2206","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2207","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2208","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2209","1","2025-11-21 23:39:47.459689",NULL
"METABASE_221","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2210","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2211","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2212","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2213","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2214","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2215","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2216","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2217","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2218","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2219","1","2025-11-21 23:39:47.459689",NULL
"METABASE_222","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2220","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2221","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2222","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2223","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2224","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2225","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2226","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2227","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2228","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2229","1","2025-11-21 23:39:47.459689",NULL
"METABASE_223","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2230","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2231","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2232","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2233","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2234","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2235","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2236","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2237","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2238","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2239","1","2025-11-21 23:39:47.459689",NULL
"METABASE_224","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2240","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2241","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2242","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2243","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2244","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2245","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2246","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2247","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2248","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2249","1","2025-11-21 23:39:47.459689",NULL
"METABASE_225","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2250","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2251","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2252","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2253","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2254","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2255","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2256","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2257","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2258","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2259","1","2025-11-21 23:39:47.459689",NULL
"METABASE_226","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2260","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2261","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2262","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2263","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2264","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2265","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2266","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2267","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2268","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2269","1","2025-11-21 23:39:47.459689",NULL
"METABASE_227","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2270","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2271","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2272","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2273","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2274","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2275","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2276","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2277","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2278","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2279","1","2025-11-21 23:39:47.459689",NULL
"METABASE_228","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2280","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2281","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2282","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2283","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2284","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2285","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2286","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2287","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2288","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2289","1","2025-11-21 23:39:47.459689",NULL
"METABASE_229","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2290","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2291","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2292","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2293","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2294","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2295","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2296","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2297","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2298","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2299","1","2025-11-21 23:39:47.459689",NULL
"METABASE_23","1","2025-11-21 23:39:47.459689",NULL
"METABASE_230","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2300","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2301","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2302","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2303","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2304","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2305","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2306","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2307","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2308","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2309","1","2025-11-21 23:39:47.459689",NULL
"METABASE_231","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2310","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2311","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2312","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2313","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2314","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2315","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2316","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2317","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2318","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2319","1","2025-11-21 23:39:47.459689",NULL
"METABASE_232","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2320","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2321","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2322","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2323","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2324","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2325","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2326","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2327","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2328","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2329","1","2025-11-21 23:39:47.459689",NULL
"METABASE_233","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2330","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2331","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2332","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2333","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2334","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2335","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2336","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2337","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2338","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2339","1","2025-11-21 23:39:47.459689",NULL
"METABASE_234","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2340","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2341","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2342","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2343","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2344","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2345","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2346","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2347","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2348","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2349","1","2025-11-21 23:39:47.459689",NULL
"METABASE_235","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2350","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2351","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2352","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2353","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2354","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2355","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2356","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2357","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2358","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2359","1","2025-11-21 23:39:47.459689",NULL
"METABASE_236","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2360","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2361","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2362","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2363","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2364","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2365","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2366","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2367","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2368","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2369","1","2025-11-21 23:39:47.459689",NULL
"METABASE_237","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2370","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2371","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2372","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2373","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2374","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2375","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2376","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2377","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2378","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2379","1","2025-11-21 23:39:47.459689",NULL
"METABASE_238","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2380","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2381","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2382","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2383","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2384","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2385","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2386","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2387","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2388","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2389","1","2025-11-21 23:39:47.459689",NULL
"METABASE_239","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2390","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2391","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2392","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2393","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2394","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2395","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2396","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2397","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2398","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2399","1","2025-11-21 23:39:47.459689",NULL
"METABASE_24","1","2025-11-21 23:39:47.459689",NULL
"METABASE_240","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2400","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2401","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2402","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2403","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2404","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2405","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2406","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2407","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2408","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2409","1","2025-11-21 23:39:47.459689",NULL
"METABASE_241","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2410","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2411","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2412","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2413","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2414","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2415","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2416","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2417","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2418","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2419","1","2025-11-21 23:39:47.459689",NULL
"METABASE_242","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2420","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2421","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2422","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2423","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2424","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2425","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2426","1","2025-11-21 23:39:47.459689",NULL
"METABASE_2427","1","2025-11-21 23:39:47.459689",NULL
