"order_nk","order_date","customer_nk","product_nk","supplier_nk","category_nk","quantity","unit_price"
"METABASE_18558","2023-07-01 05:04:00-03","METABASE_789","METABASE_101","METABASE_SUP_gutmann-breitenberg","METABASE_CAT_gadget","2.0000","46.6100"
"METABASE_18557","2025-12-07 18:48:00-03","METABASE_789","METABASE_12","METABASE_SUP_mueller-dare","METABASE_CAT_gizmo","2.0000","58.0050"
"METABASE_18556","2025-07-29 15:43:00-03","METABASE_789","METABASE_16","METABASE_SUP_okuneva,_kutch_and_monahan","METABASE_CAT_gadget","4.0000","16.5275"
"METABASE_14345","2024-01-27 11:49:00-03","METABASE_73","METABASE_58","METABASE_SUP_smitham,_dach_and_bode","METABASE_CAT_gadget","2.0000","39.0750"
"METABASE_14344","2023-10-09 18:16:00-03","METABASE_73","METABASE_142","METABASE_SUP_kuphal,_brown_and_koss","METABASE_CAT_doohickey","4.0000","11.7250"
"METABASE_14343","2024-02-27 12:21:00-03","METABASE_73","METABASE_119","METABASE_SUP_alfreda_konopelski_ii_group","METABASE_CAT_gadget","1.0000","43.4400"
"METABASE_14342","2025-03-17 13:42:00-03","METABASE_73","METABASE_176","METABASE_SUP_mr._colton_mayer_group","METABASE_CAT_widget","1.0000","57.9200"
"METABASE_14341","2023-08-10 08:03:00-03","METABASE_73","METABASE_21","METABASE_SUP_heaney-windler","METABASE_CAT_gadget","6.0000","6.7300"
"METABASE_14340","2025-12-24 12:09:00-03","METABASE_73","METABASE_82","METABASE_SUP_braeden_gislason_and_sons","METABASE_CAT_gadget","1.0000","60.9000"
"METABASE_14363","2025-10-26 04:35:00-03","METABASE_73","METABASE_59","METABASE_SUP_donnelly,_renner_and_barton","METABASE_CAT_gizmo","4.0000","22.3000"
"METABASE_14362","2023-11-09 23:28:00-03","METABASE_73","METABASE_155","METABASE_SUP_demarcus_brakus_inc","METABASE_CAT_gadget","2.0000","14.5900"
"METABASE_14361","2024-06-29 22:39:00-03","METABASE_73","METABASE_7","METABASE_SUP_little-pagac","METABASE_CAT_doohickey","3.0000","49.4100"
"METABASE_14360","2024-08-02 11:19:00-03","METABASE_73","METABASE_137","METABASE_SUP_morissette,_dare_and_schimmel","METABASE_CAT_gizmo","6.0000","11.2950"
"METABASE_14359","2024-08-21 18:17:00-03","METABASE_73","METABASE_38","METABASE_SUP_bednar,_berge_and_boyle","METABASE_CAT_gadget","7.0000","9.4386"
"METABASE_14358","2025-01-12 05:03:00-03","METABASE_73","METABASE_22","METABASE_SUP_mayer,_kiehn_and_turcotte","METABASE_CAT_gizmo","2.0000","16.0700"
"METABASE_14357","2024-01-28 06:42:00-03","METABASE_73","METABASE_58","METABASE_SUP_smitham,_dach_and_bode","METABASE_CAT_gadget","2.0000","39.0750"
"METABASE_14356","2026-04-10 13:27:00-03","METABASE_73","METABASE_79","METABASE_SUP_toy,_deckow_and_nitzsche","METABASE_CAT_gizmo","3.0000","13.8733"
"METABASE_14355","2024-06-19 10:41:00-03","METABASE_73","METABASE_50","METABASE_SUP_hartmann,_mohr_and_stiedemann","METABASE_CAT_widget","7.0000","7.6629"
"METABASE_14354","2024-03-14 09:25:00-03","METABASE_73","METABASE_127","METABASE_SUP_schamberger-wehner","METABASE_CAT_widget","1.0000","134.4800"
"METABASE_14353","2024-12-15 21:15:00-03","METABASE_73","METABASE_27","METABASE_SUP_alfredo_kuhlman_group","METABASE_CAT_gadget","2.0000","63.7600"
"METABASE_14352","2025-09-24 08:34:00-03","METABASE_73","METABASE_161","METABASE_SUP_west,_prohaska_and_wunsch","METABASE_CAT_doohickey","4.0000","11.8975"
"METABASE_14351","2023-03-25 02:15:00-03","METABASE_73","METABASE_185","METABASE_SUP_cremin-williamson","METABASE_CAT_gadget","1.0000","26.3800"
"METABASE_14350","2025-04-15 21:53:00-03","METABASE_73","METABASE_162","METABASE_SUP_connelly-mitchell","METABASE_CAT_gadget","2.0000","16.7850"
"METABASE_14349","2023-12-18 14:20:00-03","METABASE_73","METABASE_103","METABASE_SUP_trantow-bartell","METABASE_CAT_widget","2.0000","15.6800"
"METABASE_14348","2025-09-18 01:13:00-03","METABASE_73","METABASE_88","METABASE_SUP_dorothea_balistreri_inc","METABASE_CAT_gizmo","4.0000","26.3525"
"METABASE_14347","2023-10-14 18:03:00-03","METABASE_73","METABASE_28","METABASE_SUP_morissette,_bartoletti_and_cummings","METABASE_CAT_gizmo","3.0000","15.1400"
"METABASE_14346","2023-12-18 12:16:00-03","METABASE_73","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","2.0000","14.7600"
"METABASE_6083","2023-11-01 09:46:00-03","METABASE_2423","METABASE_119","METABASE_SUP_alfreda_konopelski_ii_group","METABASE_CAT_gadget","2.0000","14.4800"
"METABASE_6082","2026-03-16 15:59:00-03","METABASE_2423","METABASE_150","METABASE_SUP_morar-schamberger","METABASE_CAT_gadget","1.0000","128.5500"
"METABASE_6081","2025-04-29 23:16:00-03","METABASE_2423","METABASE_86","METABASE_SUP_orn,_hilpert_and_pfannerstill","METABASE_CAT_doohickey","2.0000","46.1550"
"METABASE_6080","2024-09-03 22:25:00-03","METABASE_2423","METABASE_38","METABASE_SUP_bednar,_berge_and_boyle","METABASE_CAT_gadget","5.0000","13.2140"
"METABASE_6079","2024-02-15 08:11:00-03","METABASE_2423","METABASE_165","METABASE_SUP_mcdermott,_kiehn_and_becker","METABASE_CAT_gizmo","2.0000","19.1500"
"METABASE_6078","2025-06-29 20:44:00-03","METABASE_2423","METABASE_82","METABASE_SUP_braeden_gislason_and_sons","METABASE_CAT_gadget","5.0000","12.1800"
"METABASE_6077","2025-02-19 16:18:00-03","METABASE_2423","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","1.0000","44.2800"
"METABASE_6076","2022-09-27 12:08:00-03","METABASE_2423","METABASE_32","METABASE_SUP_reid_pfannerstill_and_sons","METABASE_CAT_gadget","3.0000","23.8100"
"METABASE_6075","2024-01-03 16:00:00-03","METABASE_2423","METABASE_176","METABASE_SUP_mr._colton_mayer_group","METABASE_CAT_widget","2.0000","28.9600"
"METABASE_6074","2025-04-16 20:54:00-03","METABASE_2423","METABASE_156","METABASE_SUP_schinner,_schmitt_and_crona","METABASE_CAT_gadget","2.0000","15.3100"
"METABASE_6073","2025-01-29 20:01:00-03","METABASE_2423","METABASE_29","METABASE_SUP_odessa_emmerich_inc","METABASE_CAT_widget","1.0000","123.5700"
"METABASE_6072","2023-10-19 03:50:00-03","METABASE_2423","METABASE_56","METABASE_SUP_hackett-reynolds","METABASE_CAT_doohickey","4.0000","6.0625"
"METABASE_6071","2026-03-27 18:47:00-03","METABASE_2423","METABASE_130","METABASE_SUP_kuphal,_friesen_and_rowe","METABASE_CAT_gizmo","1.0000","75.0300"
"METABASE_6070","2025-11-22 15:57:00-03","METABASE_2423","METABASE_29","METABASE_SUP_odessa_emmerich_inc","METABASE_CAT_widget","3.0000","41.1900"
"METABASE_6069","2025-08-27 19:28:00-03","METABASE_2423","METABASE_57","METABASE_SUP_kuphal,_schowalter_and_bogan","METABASE_CAT_gizmo","7.0000","17.4886"
"METABASE_4477","2024-02-01 02:14:00-03","METABASE_951","METABASE_13","METABASE_SUP_mr._tanya_stracke_and_sons","METABASE_CAT_gizmo","2.0000","56.3150"
"METABASE_4476","2023-11-12 03:21:00-03","METABASE_951","METABASE_118","METABASE_SUP_herta_skiles_and_sons","METABASE_CAT_gadget","2.0000","19.2100"
"METABASE_4475","2026-02-27 17:00:00-03","METABASE_951","METABASE_190","METABASE_SUP_delphia_bauch_inc","METABASE_CAT_gadget","2.0000","64.2900"
"METABASE_4474","2025-10-28 22:17:00-03","METABASE_951","METABASE_11","METABASE_SUP_upton,_kovacek_and_halvorson","METABASE_CAT_gadget","7.0000","18.9229"
"METABASE_4473","2022-06-07 01:31:00-03","METABASE_951","METABASE_80","METABASE_SUP_cruickshank-abernathy","METABASE_CAT_widget","7.0000","5.2300"
"METABASE_4472","2026-03-25 12:58:00-03","METABASE_951","METABASE_169","METABASE_SUP_kuhlman-mckenzie","METABASE_CAT_doohickey","1.0000","59.5300"
"METABASE_4471","2024-10-18 08:22:00-03","METABASE_951","METABASE_132","METABASE_SUP_marge_effertz_jr._inc","METABASE_CAT_widget","4.0000","31.9700"
"METABASE_4470","2024-10-22 20:50:00-03","METABASE_951","METABASE_178","METABASE_SUP_halle_kulas_i_llc","METABASE_CAT_widget","5.0000","23.4660"
"METABASE_4469","2025-02-06 21:11:00-03","METABASE_951","METABASE_160","METABASE_SUP_oran_d'amore_inc","METABASE_CAT_gadget","2.0000","23.7950"
"METABASE_4468","2025-10-27 01:11:00-03","METABASE_951","METABASE_110","METABASE_SUP_stanton-fritsch","METABASE_CAT_widget","4.0000","13.8825"
"METABASE_4467","2025-11-22 17:24:00-03","METABASE_951","METABASE_43","METABASE_SUP_francis_wolff_group","METABASE_CAT_widget","1.0000","76.3500"
"METABASE_4466","2025-02-22 19:04:00-03","METABASE_951","METABASE_165","METABASE_SUP_mcdermott,_kiehn_and_becker","METABASE_CAT_gizmo","1.0000","38.3000"
"METABASE_4465","2024-07-05 20:11:00-03","METABASE_951","METABASE_78","METABASE_SUP_zemlak,_botsford_and_corkery","METABASE_CAT_gizmo","5.0000","8.3240"
"METABASE_4464","2025-07-21 13:23:00-03","METABASE_951","METABASE_28","METABASE_SUP_morissette,_bartoletti_and_cummings","METABASE_CAT_gizmo","5.0000","13.6240"
"METABASE_4463","2022-10-27 23:39:00-03","METABASE_951","METABASE_110","METABASE_SUP_stanton-fritsch","METABASE_CAT_widget","4.0000","9.2550"
"METABASE_4462","2026-04-11 13:58:00-03","METABASE_951","METABASE_128","METABASE_SUP_cale_thompson_v_and_sons","METABASE_CAT_gizmo","2.0000","37.5400"
"METABASE_13694","2024-03-13 05:37:00-03","METABASE_85","METABASE_158","METABASE_SUP_israel_spinka_and_sons","METABASE_CAT_gizmo","1.0000","139.8900"
"METABASE_13693","2025-04-15 15:59:00-03","METABASE_85","METABASE_122","METABASE_SUP_fisher-purdy","METABASE_CAT_gizmo","3.0000","33.2833"
"METABASE_13692","2025-10-21 02:16:00-03","METABASE_85","METABASE_42","METABASE_SUP_schamberger-maggio","METABASE_CAT_widget","3.0000","12.6667"
"METABASE_13691","2026-03-08 12:33:00-03","METABASE_85","METABASE_149","METABASE_SUP_noah_anderson_and_sons","METABASE_CAT_gadget","1.0000","69.1500"
"METABASE_11001","2025-11-03 11:42:00-03","METABASE_410","METABASE_66","METABASE_SUP_goyette-smitham","METABASE_CAT_widget","3.0000","45.3867"
"METABASE_11000","2023-02-28 22:29:00-03","METABASE_410","METABASE_42","METABASE_SUP_schamberger-maggio","METABASE_CAT_widget","2.0000","12.6700"
"METABASE_10999","2024-02-17 11:26:00-03","METABASE_410","METABASE_129","METABASE_SUP_turner,_kiehn_and_schmitt","METABASE_CAT_gizmo","2.0000","74.0850"
"METABASE_10998","2024-09-01 17:01:00-03","METABASE_410","METABASE_13","METABASE_SUP_mr._tanya_stracke_and_sons","METABASE_CAT_gizmo","7.0000","16.0900"
"METABASE_10997","2025-10-05 11:47:00-03","METABASE_410","METABASE_145","METABASE_SUP_stark-bayer","METABASE_CAT_gizmo","5.0000","12.2400"
"METABASE_10996","2024-09-06 18:45:00-03","METABASE_410","METABASE_67","METABASE_SUP_myriam_macejkovic_inc","METABASE_CAT_gizmo","3.0000","13.7467"
"METABASE_10995","2026-03-12 07:22:00-03","METABASE_410","METABASE_65","METABASE_SUP_weimann-cummings","METABASE_CAT_widget","1.0000","68.2300"
"METABASE_10994","2026-01-20 21:47:00-03","METABASE_410","METABASE_65","METABASE_SUP_weimann-cummings","METABASE_CAT_widget","2.0000","34.1150"
"METABASE_10993","2023-07-05 12:26:00-03","METABASE_410","METABASE_55","METABASE_SUP_considine,_lehner_and_maggio","METABASE_CAT_gadget","5.0000","12.7700"
"METABASE_10992","2025-05-13 22:21:00-03","METABASE_410","METABASE_19","METABASE_SUP_gibson,_turner_and_douglas","METABASE_CAT_doohickey","3.0000","21.3367"
"METABASE_10991","2025-11-30 06:20:00-03","METABASE_410","METABASE_103","METABASE_SUP_trantow-bartell","METABASE_CAT_widget","2.0000","23.5200"
"METABASE_10990","2024-11-02 12:02:00-03","METABASE_410","METABASE_15","METABASE_SUP_friesen-anderson","METABASE_CAT_widget","3.0000","12.5500"
"METABASE_10989","2023-08-31 09:28:00-03","METABASE_410","METABASE_77","METABASE_SUP_fisher-kemmer","METABASE_CAT_gadget","7.0000","9.6200"
"METABASE_10988","2025-01-03 10:06:00-03","METABASE_410","METABASE_69","METABASE_SUP_wiza,_abbott_and_deckow","METABASE_CAT_doohickey","2.0000","36.6950"
"METABASE_10987","2023-03-12 00:57:00-03","METABASE_410","METABASE_10","METABASE_SUP_larson,_pfeffer_and_klocko","METABASE_CAT_gizmo","1.0000","31.7900"
"METABASE_10986","2023-04-16 12:05:00-03","METABASE_410","METABASE_168","METABASE_SUP_roscoe_oberbrunner_group","METABASE_CAT_gadget","2.0000","39.6450"
"METABASE_10985","2024-08-07 05:32:00-03","METABASE_410","METABASE_86","METABASE_SUP_orn,_hilpert_and_pfannerstill","METABASE_CAT_doohickey","4.0000","23.0775"
"METABASE_10984","2025-04-11 20:04:00-03","METABASE_410","METABASE_23","METABASE_SUP_reichert,_johnson_and_roob","METABASE_CAT_widget","2.0000","58.4350"
"METABASE_10983","2025-05-23 12:11:00-03","METABASE_410","METABASE_135","METABASE_SUP_lorenza_mayer_inc","METABASE_CAT_gizmo","5.0000","9.1600"
"METABASE_10982","2025-08-04 15:32:00-03","METABASE_410","METABASE_177","METABASE_SUP_ursula_collins_llc","METABASE_CAT_gadget","6.0000","21.4700"
"METABASE_10981","2024-03-08 03:19:00-03","METABASE_410","METABASE_110","METABASE_SUP_stanton-fritsch","METABASE_CAT_widget","1.0000","55.5300"
"METABASE_10980","2025-08-26 03:58:00-03","METABASE_410","METABASE_160","METABASE_SUP_oran_d'amore_inc","METABASE_CAT_gadget","6.0000","7.9317"
"METABASE_10979","2024-08-08 11:28:00-03","METABASE_410","METABASE_169","METABASE_SUP_kuhlman-mckenzie","METABASE_CAT_doohickey","4.0000","14.8825"
"METABASE_10978","2024-04-14 08:34:00-03","METABASE_410","METABASE_111","METABASE_SUP_hane,_hamill_and_jerde","METABASE_CAT_gadget","2.0000","27.7650"
"METABASE_1329","2025-10-31 03:11:00-03","METABASE_317","METABASE_59","METABASE_SUP_donnelly,_renner_and_barton","METABASE_CAT_gizmo","6.0000","14.8667"
"METABASE_1328","2025-11-04 05:35:00-03","METABASE_317","METABASE_49","METABASE_SUP_schuster-wyman","METABASE_CAT_gadget","4.0000","32.8575"
"METABASE_1327","2023-10-13 21:22:00-03","METABASE_317","METABASE_134","METABASE_SUP_considine,_bogisich_and_bauch","METABASE_CAT_doohickey","8.0000","3.5413"
"METABASE_15132","2023-08-29 02:31:00-03","METABASE_2327","METABASE_173","METABASE_SUP_upton,_schoen_and_streich","METABASE_CAT_gadget","5.0000","16.3160"
"METABASE_15131","2024-05-27 04:54:00-03","METABASE_2327","METABASE_26","METABASE_SUP_tia_goyette_group","METABASE_CAT_widget","3.0000","22.7067"
"METABASE_15130","2025-11-10 02:03:00-03","METABASE_2327","METABASE_30","METABASE_SUP_miles_ryan_group","METABASE_CAT_gadget","2.0000","32.0850"
"METABASE_15129","2022-09-05 19:33:00-03","METABASE_2327","METABASE_66","METABASE_SUP_goyette-smitham","METABASE_CAT_widget","5.0000","18.1540"
"METABASE_15128","2025-09-09 06:17:00-03","METABASE_2327","METABASE_81","METABASE_SUP_mason_bashirian_and_sons","METABASE_CAT_gizmo","4.0000","10.9825"
"METABASE_15127","2024-09-08 05:30:00-03","METABASE_2327","METABASE_109","METABASE_SUP_price_kuhic_inc","METABASE_CAT_widget","4.0000","29.7625"
"METABASE_15126","2025-06-22 18:21:00-03","METABASE_2327","METABASE_191","METABASE_SUP_herman,_gleason_and_renner","METABASE_CAT_gadget","5.0000","25.7160"
"METABASE_15125","2022-11-09 08:42:00-03","METABASE_2327","METABASE_7","METABASE_SUP_little-pagac","METABASE_CAT_doohickey","2.0000","49.4100"
"METABASE_15124","2024-12-07 21:03:00-03","METABASE_2327","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","1.0000","44.2800"
"METABASE_15123","2023-05-23 00:30:00-03","METABASE_2327","METABASE_181","METABASE_SUP_berge,_mraz_and_sawayn","METABASE_CAT_widget","3.0000","31.9767"
"METABASE_15122","2022-08-01 13:11:00-03","METABASE_2327","METABASE_169","METABASE_SUP_kuhlman-mckenzie","METABASE_CAT_doohickey","7.0000","5.6700"
"METABASE_15121","2023-02-28 07:17:00-03","METABASE_2327","METABASE_50","METABASE_SUP_hartmann,_mohr_and_stiedemann","METABASE_CAT_widget","2.0000","17.8800"
"METABASE_15120","2025-03-14 08:07:00-03","METABASE_2327","METABASE_61","METABASE_SUP_jordi_effertz_llc","METABASE_CAT_gizmo","1.0000","23.5400"
"METABASE_15119","2023-05-27 05:30:00-03","METABASE_2327","METABASE_26","METABASE_SUP_tia_goyette_group","METABASE_CAT_widget","4.0000","11.3550"
"METABASE_15118","2024-12-06 08:19:00-03","METABASE_2327","METABASE_7","METABASE_SUP_little-pagac","METABASE_CAT_doohickey","2.0000","74.1150"
"METABASE_15117","2025-07-30 18:56:00-03","METABASE_2327","METABASE_39","METABASE_SUP_carmela_douglas_inc","METABASE_CAT_gizmo","5.0000","22.9160"
"METABASE_15116","2025-01-02 21:03:00-03","METABASE_2327","METABASE_4","METABASE_SUP_regan_bradtke_and_sons","METABASE_CAT_doohickey","2.0000","55.4950"
"METABASE_15115","2023-02-03 01:19:00-03","METABASE_2327","METABASE_162","METABASE_SUP_connelly-mitchell","METABASE_CAT_gadget","2.0000","11.1900"
"METABASE_15114","2024-10-26 14:35:00-03","METABASE_2327","METABASE_114","METABASE_SUP_wisoky,_pagac_and_heaney","METABASE_CAT_doohickey","4.0000","19.4775"
"METABASE_9433","2025-09-27 19:28:00-03","METABASE_2224","METABASE_18","METABASE_SUP_wilkinson-gottlieb","METABASE_CAT_gadget","5.0000","16.3800"
"METABASE_9432","2025-10-22 21:53:00-03","METABASE_2224","METABASE_149","METABASE_SUP_noah_anderson_and_sons","METABASE_CAT_gadget","6.0000","11.5250"
"METABASE_9431","2023-03-24 19:51:00-03","METABASE_2224","METABASE_136","METABASE_SUP_crona,_block_and_homenick","METABASE_CAT_widget","1.0000","70.1400"
"METABASE_9430","2025-03-20 02:25:00-03","METABASE_2224","METABASE_3","METABASE_SUP_murray,_watsica_and_wunsch","METABASE_CAT_doohickey","1.0000","53.0800"
"METABASE_9429","2026-02-27 06:27:00-03","METABASE_2224","METABASE_152","METABASE_SUP_thompson-wolf","METABASE_CAT_widget","2.0000","24.4500"
"METABASE_9428","2023-01-26 09:48:00-03","METABASE_2224","METABASE_148","METABASE_SUP_gail_bergstrom_inc","METABASE_CAT_gadget","3.0000","30.8833"
"METABASE_15417","2023-08-01 12:10:00-03","METABASE_1841","METABASE_165","METABASE_SUP_mcdermott,_kiehn_and_becker","METABASE_CAT_gizmo","6.0000","4.2567"
"METABASE_15416","2025-06-09 01:00:00-03","METABASE_1841","METABASE_92","METABASE_SUP_baumbach-hilpert","METABASE_CAT_gizmo","6.0000","20.8150"
"METABASE_15415","2024-10-30 12:21:00-03","METABASE_1841","METABASE_161","METABASE_SUP_west,_prohaska_and_wunsch","METABASE_CAT_doohickey","5.0000","9.5180"
"METABASE_15414","2023-11-27 21:18:00-03","METABASE_1841","METABASE_112","METABASE_SUP_ledner-watsica","METABASE_CAT_doohickey","3.0000","9.1833"
"METABASE_15413","2024-05-25 13:11:00-03","METABASE_1841","METABASE_153","METABASE_SUP_wilkinson,_donnelly_and_gulgowski","METABASE_CAT_gadget","4.0000","16.7000"
"METABASE_4275","2025-05-25 00:00:00-03","METABASE_485","METABASE_32","METABASE_SUP_reid_pfannerstill_and_sons","METABASE_CAT_gadget","4.0000","26.7850"
"METABASE_4286","2023-04-15 20:27:00-03","METABASE_485","METABASE_198","METABASE_SUP_considine,_schamberger_and_schiller","METABASE_CAT_gizmo","2.0000","23.3800"
"METABASE_4285","2026-04-11 09:59:00-03","METABASE_485","METABASE_134","METABASE_SUP_considine,_bogisich_and_bauch","METABASE_CAT_doohickey","2.0000","21.2450"
"METABASE_4284","2025-04-24 02:28:00-03","METABASE_485","METABASE_30","METABASE_SUP_miles_ryan_group","METABASE_CAT_gadget","2.0000","32.0850"
"METABASE_4283","2025-07-19 11:36:00-03","METABASE_485","METABASE_60","METABASE_SUP_stroman-carroll","METABASE_CAT_doohickey","5.0000","5.9600"
"METABASE_4282","2022-08-15 09:58:00-03","METABASE_485","METABASE_66","METABASE_SUP_goyette-smitham","METABASE_CAT_widget","7.0000","12.9671"
"METABASE_4281","2025-06-23 07:58:00-03","METABASE_485","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","5.0000","8.8560"
"METABASE_4280","2024-02-10 06:04:00-03","METABASE_485","METABASE_35","METABASE_SUP_cassin-collins","METABASE_CAT_doohickey","1.0000","71.5400"
"METABASE_4279","2023-11-23 07:23:00-03","METABASE_485","METABASE_80","METABASE_SUP_cruickshank-abernathy","METABASE_CAT_widget","2.0000","18.3050"
"METABASE_4278","2022-08-05 11:15:00-03","METABASE_485","METABASE_198","METABASE_SUP_considine,_schamberger_and_schiller","METABASE_CAT_gizmo","4.0000","11.6900"
"METABASE_4277","2025-09-03 12:45:00-03","METABASE_485","METABASE_25","METABASE_SUP_ritchie,_haley_and_pacocha","METABASE_CAT_widget","4.0000","17.1550"
"METABASE_4276","2023-09-10 05:00:00-03","METABASE_485","METABASE_47","METABASE_SUP_annetta_wyman_and_sons","METABASE_CAT_doohickey","5.0000","11.2100"
"METABASE_4248","2023-05-22 16:40:00-03","METABASE_487","METABASE_199","METABASE_SUP_gulgowski,_grimes_and_mayer","METABASE_CAT_widget","5.0000","15.3900"
"METABASE_4247","2026-01-30 23:14:00-03","METABASE_487","METABASE_37","METABASE_SUP_parker,_o'connell_and_beahan","METABASE_CAT_gadget","3.0000","26.7033"
"METABASE_929","2025-11-30 12:01:00-03","METABASE_2147","METABASE_16","METABASE_SUP_okuneva,_kutch_and_monahan","METABASE_CAT_gadget","3.0000","22.0367"
"METABASE_928","2022-12-30 04:19:00-03","METABASE_2147","METABASE_53","METABASE_SUP_jacobson-daniel","METABASE_CAT_doohickey","3.0000","9.8400"
"METABASE_927","2024-06-15 08:38:00-03","METABASE_2147","METABASE_41","METABASE_SUP_robyn_padberg_inc","METABASE_CAT_widget","7.0000","9.0729"
"METABASE_926","2024-12-29 04:54:00-03","METABASE_2147","METABASE_10","METABASE_SUP_larson,_pfeffer_and_klocko","METABASE_CAT_gizmo","2.0000","23.8400"
"METABASE_925","2026-01-29 06:24:00-03","METABASE_2147","METABASE_119","METABASE_SUP_alfreda_konopelski_ii_group","METABASE_CAT_gadget","1.0000","43.4400"
"METABASE_924","2023-03-25 03:38:00-03","METABASE_2147","METABASE_54","METABASE_SUP_mcclure-murphy","METABASE_CAT_widget","1.0000","41.4000"
"METABASE_923","2025-01-15 05:20:00-03","METABASE_2147","METABASE_93","METABASE_SUP_medhurst-reichert","METABASE_CAT_widget","2.0000","24.9100"
"METABASE_922","2024-10-06 19:24:00-03","METABASE_2147","METABASE_107","METABASE_SUP_dora_fay_and_sons","METABASE_CAT_gadget","4.0000","12.5225"
"METABASE_921","2025-01-26 08:37:00-03","METABASE_2147","METABASE_128","METABASE_SUP_cale_thompson_v_and_sons","METABASE_CAT_gizmo","2.0000","37.5400"
"METABASE_920","2025-10-02 02:42:00-03","METABASE_2147","METABASE_17","METABASE_SUP_hilpert,_jacobs_and_hauck","METABASE_CAT_doohickey","6.0000","13.3233"
"METABASE_919","2024-03-30 19:36:00-03","METABASE_2147","METABASE_117","METABASE_SUP_jefferey_volkman_llc","METABASE_CAT_gizmo","1.0000","55.0200"
"METABASE_918","2024-06-23 19:39:00-03","METABASE_2147","METABASE_121","METABASE_SUP_wolff,_ebert_and_hansen","METABASE_CAT_doohickey","6.0000","6.7417"
"METABASE_2793","2025-09-11 08:11:00-03","METABASE_2274","METABASE_194","METABASE_SUP_rosanna_murazik_inc","METABASE_CAT_doohickey","4.0000","12.5950"
"METABASE_2792","2025-03-27 08:04:00-03","METABASE_2274","METABASE_6","METABASE_SUP_nolan-wolff","METABASE_CAT_doohickey","1.0000","97.4400"
"METABASE_2791","2024-08-03 20:14:00-03","METABASE_2274","METABASE_169","METABASE_SUP_kuhlman-mckenzie","METABASE_CAT_doohickey","9.0000","6.6144"
"METABASE_2790","2024-08-08 04:41:00-03","METABASE_2274","METABASE_136","METABASE_SUP_crona,_block_and_homenick","METABASE_CAT_widget","9.0000","11.6889"
"METABASE_2789","2026-01-08 03:35:00-03","METABASE_2274","METABASE_142","METABASE_SUP_kuphal,_brown_and_koss","METABASE_CAT_doohickey","3.0000","23.4500"
"METABASE_2788","2023-12-19 08:59:00-03","METABASE_2274","METABASE_89","METABASE_SUP_stamm,_crist_and_labadie","METABASE_CAT_widget","2.0000","21.2400"
"METABASE_2787","2026-04-09 22:32:00-03","METABASE_2274","METABASE_58","METABASE_SUP_smitham,_dach_and_bode","METABASE_CAT_gadget","4.0000","19.5375"
"METABASE_2786","2023-10-04 19:18:00-03","METABASE_2274","METABASE_103","METABASE_SUP_trantow-bartell","METABASE_CAT_widget","8.0000","3.9200"
"METABASE_2785","2025-12-21 03:53:00-03","METABASE_2274","METABASE_34","METABASE_SUP_eugenia_kunze_llc","METABASE_CAT_gadget","2.0000","37.1500"
"METABASE_2784","2026-03-31 09:13:00-03","METABASE_2274","METABASE_96","METABASE_SUP_bernhard-grady","METABASE_CAT_doohickey","1.0000","104.8200"
"METABASE_2783","2023-08-04 06:38:00-03","METABASE_2274","METABASE_84","METABASE_SUP_americo_sipes_and_sons","METABASE_CAT_gizmo","10.0000","5.4580"
"METABASE_2782","2023-10-12 23:22:00-03","METABASE_2274","METABASE_65","METABASE_SUP_weimann-cummings","METABASE_CAT_widget","7.0000","6.4986"
"METABASE_2781","2024-12-01 18:44:00-03","METABASE_2274","METABASE_190","METABASE_SUP_delphia_bauch_inc","METABASE_CAT_gadget","2.0000","64.2900"
"METABASE_2780","2024-01-23 09:16:00-03","METABASE_2274","METABASE_147","METABASE_SUP_bradtke,_wilkinson_and_reilly","METABASE_CAT_doohickey","2.0000","33.3250"
"METABASE_2779","2024-11-15 12:37:00-03","METABASE_2274","METABASE_114","METABASE_SUP_wisoky,_pagac_and_heaney","METABASE_CAT_doohickey","4.0000","19.4775"
"METABASE_2778","2024-04-21 06:15:00-03","METABASE_2274","METABASE_49","METABASE_SUP_schuster-wyman","METABASE_CAT_gadget","4.0000","32.8575"
"METABASE_2777","2025-01-16 15:07:00-03","METABASE_2274","METABASE_31","METABASE_SUP_quigley,_von_and_will","METABASE_CAT_doohickey","3.0000","35.2167"
"METABASE_2776","2026-04-10 13:05:00-03","METABASE_2274","METABASE_94","METABASE_SUP_nolan-heller","METABASE_CAT_widget","4.0000","27.3050"
"METABASE_2775","2023-11-30 12:26:00-03","METABASE_2274","METABASE_195","METABASE_SUP_ford_runolfsson_group","METABASE_CAT_gadget","4.0000","18.2975"
"METABASE_2774","2025-04-16 13:30:00-03","METABASE_2274","METABASE_167","METABASE_SUP_prohaska-quigley","METABASE_CAT_doohickey","3.0000","32.5667"
"METABASE_7952","2025-03-07 23:47:00-03","METABASE_193","METABASE_28","METABASE_SUP_morissette,_bartoletti_and_cummings","METABASE_CAT_gizmo","1.0000","68.1200"
